Subfamily,Absidia_glauca_gca_900079185.AG_v1.pep.all,Absidia_repens_gca_002105175.Absrep1.pep.all,Acaromyces_ingoldii_gca_003144295.Acain1.pep.all,Acidomyces_richmondensis_bfw_gca_001592465.Acidomyces_richmondensis_BFW_v1.0.pep.all,Acidomyces_richmondensis_gca_001572075.ASM157207v1.pep.all,Agaricus_bisporus_var_burnettii_jb137_s8_gca_000300555.Agabi_varbur_1.pep.all,Alternaria_alternata_gca_001642055.Altal1.pep.all,Amorphotheca_resinae_atcc_22711_gca_003019875.Amore1.pep.all,Aspergillus_indologenus_cbs_114_80_gca_003184685.Aspind1.pep.all,Aspergillus_japonicus_cbs_114_51_gca_003184785.Aspjap1.pep.all,1764.11.PATRIC,1770.10.PATRIC,1770.19.PATRIC,1770.39.PATRIC,1770.9.PATRIC,1767.10.PATRIC,1767.9.PATRIC,1765.277.PATRIC,1765.319.PATRIC,1765.321.PATRIC,1765.323.PATRIC,1765.326.PATRIC,1766.6.PATRIC,1771.11.PATRIC,1772.10.PATRIC,1772.11.PATRIC,1772.19.PATRIC,1773.225.PATRIC,1773.232.PATRIC,1773.226.PATRIC,1773.228.PATRIC,1773.229.PATRIC,1773.230.PATRIC,1773.231.PATRIC,1773.233.PATRIC,1773.234.PATRIC,1773.235.PATRIC,1773.236.PATRIC,1773.237.PATRIC,1773.238.PATRIC,1773.239.PATRIC,1773.240.PATRIC,1773.241.PATRIC,1773.242.PATRIC,1773.243.PATRIC,1773.244.PATRIC,1773.245.PATRIC,1773.246.PATRIC,1773.247.PATRIC,1773.249.PATRIC,1773.250.PATRIC,1773.251.PATRIC,1773.31.PATRIC,1773.349.PATRIC,1773.248.PATRIC,1773.522.PATRIC,1773.554.PATRIC,1773.227.PATRIC,1773.523.PATRIC,1773.224.PATRIC
CYP123B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1767.10.peg.708|CKJ61_03545']],"[['fig|1767.9.peg.718|CKJ67_03625', 'fig|1767.9.peg.720|CKJ67_03635']]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP124A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.4053|BBJ32_19540']],[['fig|1770.10.peg.1873']],[['fig|1770.19.peg.2156|A0V42_10265']],[['fig|1770.39.peg.3352|CEP84_16005']],[['fig|1770.9.peg.1889']],[['fig|1767.10.peg.2199|CKJ61_10845']],[['fig|1767.9.peg.2179|CKJ67_10770']],[['fig|1765.277.peg.2465']],[['fig|1765.319.peg.2518|AA885_11820']],[['fig|1765.321.peg.2512|Mb1595_p2525']],[['fig|1765.323.peg.2466|BOVR_11745']],[['fig|1765.326.peg.2592|RN07_2454']],[['fig|1766.6.peg.3302|XA26_33180']],[['fig|1771.11.peg.2411|MPHLCCUG_02433']],[['fig|1772.10.peg.3480']],[['fig|1772.11.peg.3479']],[['fig|1772.19.peg.3584|ERS451418_03522']],[['fig|1773.225.peg.3972|IU21_09695']],[['fig|1773.232.peg.1233|T209_09345']],[['fig|1773.226.peg.1567|IU13_09475']],[['fig|1773.228.peg.3676|IU15_09705']],[['fig|1773.229.peg.2057|IQ42_09490']],[['fig|1773.230.peg.1434|IQ48_09385']],[['fig|1773.231.peg.1427|IU16_09425']],[['fig|1773.233.peg.1369|IQ47_09355']],[['fig|1773.234.peg.1423|IU17_09375']],[['fig|1773.235.peg.1335|IQ45_09375']],[['fig|1773.236.peg.511|IQ39_09090']],[['fig|1773.237.peg.410|IQ41_09020']],[['fig|1773.238.peg.545|IQ43_09220']],[['fig|1773.239.peg.553|IQ46_09215']],[['fig|1773.240.peg.1038|IU18_09340']],[['fig|1773.241.peg.817|IU24_09295']],[['fig|1773.242.peg.879|IU14_09240']],[['fig|1773.243.peg.1043|IU19_09375']],[['fig|1773.244.peg.1019|IU22_09355']],[['fig|1773.245.peg.1006|IU20_09310']],[['fig|1773.246.peg.1008|IU23_09310']],[['fig|1773.247.peg.733|IQ44_09305']],[['fig|1773.249.peg.2497|ER17_11995']],[['fig|1773.250.peg.2519|IZ84_12115']],[['fig|1773.251.peg.2507|JE53_12105']],[['fig|1773.31.peg.3905|UDA_2266']],[['fig|1773.349.peg.227']],[['fig|1773.248.peg.2590|IQ40_09395']],[['fig|1773.522.peg.2499|LJ70_12250']],[['fig|1773.554.peg.2595|UB21_11990']],[['fig|1773.227.peg.4040|IQ38_09755']],[['fig|1773.523.peg.2527|LJ80_12395']],[['fig|1773.224.peg.569|IU12_09970']]
CYP125A,0,0,0,0,0,0,0,0,0,0,"[['fig|1764.11.peg.2590|BBJ32_12525', 'fig|1764.11.peg.4475|BBJ32_21560']]","[['fig|1770.10.peg.3439', 'fig|1770.10.peg.2307']]","[['fig|1770.19.peg.563|A0V42_02665', 'fig|1770.19.peg.1720|A0V42_08215']]","[['fig|1770.39.peg.190|CEP84_00940', 'fig|1770.39.peg.3791|CEP84_18075']]","[['fig|1770.9.peg.3468', 'fig|1770.9.peg.2322']]","[['fig|1767.10.peg.2677|CKJ61_13170', 'fig|1767.10.peg.4480|CKJ61_22080', 'fig|1767.10.peg.537|CKJ61_02660']]","[['fig|1767.9.peg.2616|CKJ67_12890', 'fig|1767.9.peg.4695|CKJ67_23005', 'fig|1767.9.peg.529|CKJ67_02665']]",0,0,0,0,0,"[['fig|1766.6.peg.5279|XA26_53050', 'fig|1766.6.peg.992|XA26_10010', 'fig|1766.6.peg.3287|XA26_33020']]","[['fig|1771.11.peg.659|MPHLCCUG_00665', 'fig|1771.11.peg.2436|MPHLCCUG_02457', 'fig|1771.11.peg.526|MPHLCCUG_00534']]","[['fig|1772.10.peg.5682', 'fig|1772.10.peg.5818', 'fig|1772.10.peg.3454']]","[['fig|1772.11.peg.5681', 'fig|1772.11.peg.5817', 'fig|1772.11.peg.3453']]","[['fig|1772.19.peg.5763|ERS451418_05671', 'fig|1772.19.peg.5900|ERS451418_05810', 'fig|1772.19.peg.3557|ERS451418_03494']]",[['fig|1773.225.peg.1438|IU21_18260']],0,[['fig|1773.226.peg.3517|IU13_18045']],[['fig|1773.228.peg.1207|IU15_18465']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1773.227.peg.1541']],0,"[['fig|1773.224.peg.2372|IU12_18820', 'fig|1773.224.peg.2373']]"
CYP125F,0,0,0,0,0,0,0,0,0,0,0,[['fig|1770.10.peg.4057']],[['fig|1770.19.peg.4107|A0V42_19575']],[['fig|1770.39.peg.833|CEP84_03980']],[['fig|1770.9.peg.4088']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP126A,0,0,0,0,0,0,0,0,0,0,"[['fig|1764.11.peg.2684|BBJ32_12975', 'fig|1764.11.peg.2683']]",[['fig|1770.10.peg.3345']],[['fig|1770.19.peg.657|A0V42_03120']],[['fig|1770.39.peg.92|CEP84_00485']],[['fig|1770.9.peg.3373']],[['fig|1767.10.peg.631|CKJ61_03130']],[['fig|1767.9.peg.623|CKJ67_03135']],0,0,0,0,0,[['fig|1766.6.peg.999|XA26_10090']],[['fig|1771.11.peg.666|MPHLCCUG_00672']],[['fig|1772.10.peg.5675']],[['fig|1772.11.peg.5674']],[['fig|1772.19.peg.5756|ERS451418_05664']],0,0,[['fig|1773.226.peg.2980']],0,0,0,0,0,0,[['fig|1773.235.peg.2737|IQ45_15515']],0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1773.250.peg.860|IZ84_04140']],0,0,0,0,0,0,0,0,[['fig|1773.224.peg.1907|IU12_16415']]
CYP128A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1765.277.peg.2467']],[['fig|1765.319.peg.2520|AA885_11830']],[['fig|1765.321.peg.2514|Mb1595_p2527']],[['fig|1765.323.peg.2468|BOVR_11755']],[['fig|1765.326.peg.2594|RN07_2456']],0,0,0,0,0,[['fig|1773.225.peg.3974|IU21_09705']],[['fig|1773.232.peg.1235|T209_09355']],[['fig|1773.226.peg.1569|IU13_09485']],[['fig|1773.228.peg.3678|IU15_09715']],[['fig|1773.229.peg.2059|IQ42_09500']],[['fig|1773.230.peg.1436|IQ48_09395']],[['fig|1773.231.peg.1429|IU16_09435']],[['fig|1773.233.peg.1371|IQ47_09365']],[['fig|1773.234.peg.1425|IU17_09385']],[['fig|1773.235.peg.1337|IQ45_09385']],[['fig|1773.236.peg.513|IQ39_09100']],[['fig|1773.237.peg.412|IQ41_09030']],[['fig|1773.238.peg.547|IQ43_09230']],[['fig|1773.239.peg.555|IQ46_09225']],[['fig|1773.240.peg.1040|IU18_09350']],[['fig|1773.241.peg.819|IU24_09305']],[['fig|1773.242.peg.881|IU14_09250']],[['fig|1773.243.peg.1045|IU19_09385']],[['fig|1773.244.peg.1021|IU22_09365']],[['fig|1773.245.peg.1008|IU20_09320']],[['fig|1773.246.peg.1010|IU23_09320']],[['fig|1773.247.peg.735|IQ44_09315']],[['fig|1773.249.peg.2499|ER17_12005']],[['fig|1773.250.peg.2521|IZ84_12125']],[['fig|1773.251.peg.2509|JE53_12115']],[['fig|1773.31.peg.3907|UDA_2268c']],[['fig|1773.349.peg.225']],[['fig|1773.248.peg.2592|IQ40_09405']],[['fig|1773.522.peg.2501|LJ70_12260']],[['fig|1773.554.peg.2597|UB21_12000']],[['fig|1773.227.peg.4042']],[['fig|1773.523.peg.2529|LJ80_12405']],0
CYP130A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.417|BBJ32_02025']],[['fig|1770.10.peg.1344']],[['fig|1770.19.peg.2693|A0V42_12850']],[['fig|1770.39.peg.2797|CEP84_13390']],[['fig|1770.9.peg.1360']],[['fig|1767.10.peg.1298|CKJ61_06430']],[['fig|1767.9.peg.1324|CKJ67_06615']],0,0,0,0,0,[['fig|1766.6.peg.4426|XA26_44550']],[['fig|1771.11.peg.3973|MPHLCCUG_04005']],[['fig|1772.10.peg.4901']],[['fig|1772.11.peg.4896']],[['fig|1772.19.peg.4980|ERS451418_04896']],[['fig|1773.225.peg.2733|IU21_03980']],[['fig|1773.232.peg.17|T209_03860']],[['fig|1773.226.peg.287|IU13_03890']],[['fig|1773.228.peg.2447']],[['fig|1773.229.peg.802|IQ42_03895']],[['fig|1773.230.peg.175|IQ48_03885']],[['fig|1773.231.peg.204|IU16_03880']],[['fig|1773.233.peg.86|IQ47_03845']],[['fig|1773.234.peg.115|IU17_03830']],[['fig|1773.235.peg.82|IQ45_03860']],[['fig|1773.236.peg.3699|IQ39_03805']],[['fig|1773.237.peg.3579|IQ41_03780']],[['fig|1773.238.peg.3726|IQ43_03805']],[['fig|1773.239.peg.3722|IQ46_03780']],[['fig|1773.240.peg.4094|IU18_03835']],[['fig|1773.241.peg.3918|IU24_03825']],[['fig|1773.242.peg.3907|IU14_03820']],[['fig|1773.243.peg.4121|IU19_03855']],[['fig|1773.244.peg.4110|IU22_03850']],[['fig|1773.245.peg.4115|IU20_03830']],[['fig|1773.246.peg.4124|IU23_03830']],[['fig|1773.247.peg.3765|IQ44_03830']],[['fig|1773.249.peg.1394|ER17_06685']],[['fig|1773.250.peg.1401|IZ84_06725']],[['fig|1773.251.peg.1396|JE53_06735']],[['fig|1773.31.peg.2833|UDA_1256c']],[['fig|1773.349.peg.639']],[['fig|1773.248.peg.1301']],[['fig|1773.522.peg.1390|LJ70_06835']],[['fig|1773.554.peg.1446|UB21_06700']],[['fig|1773.227.peg.2776|IQ38_03985']],[['fig|1773.523.peg.1388|LJ80_06825']],[['fig|1773.224.peg.3551']]
CYP135A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1765.277.peg.360']],[['fig|1765.319.peg.371|AA885_01725']],[['fig|1765.321.peg.366|Mb1595_p0368']],[['fig|1765.323.peg.366|BOVR_01720']],[['fig|1765.326.peg.373|RN07_0357']],0,0,0,0,0,[['fig|1773.225.peg.2292']],[['fig|1773.232.peg.4143|T209_21640']],[['fig|1773.226.peg.4399|IU13_21955']],[['fig|1773.228.peg.2112']],[['fig|1773.229.peg.486|IQ42_21940']],[['fig|1773.230.peg.4246|IQ48_21845']],[['fig|1773.231.peg.4221|IU16_21840']],[['fig|1773.233.peg.4188|IQ47_21650']],[['fig|1773.234.peg.4323|IU17_21705']],[['fig|1773.235.peg.4204|IQ45_21660']],[['fig|1773.236.peg.3449|IQ39_21275']],[['fig|1773.237.peg.3472|IQ41_21200']],[['fig|1773.238.peg.3568|IQ43_21375']],[['fig|1773.239.peg.3623|IQ46_21440']],[['fig|1773.240.peg.3973|IU18_21555']],[['fig|1773.241.peg.3767|IU24_21500']],[['fig|1773.242.peg.3790|IU14_21505']],[['fig|1773.243.peg.3969|IU19_21680']],[['fig|1773.244.peg.3949|IU22_21655']],[['fig|1773.245.peg.3932|IU20_21500']],[['fig|1773.246.peg.3942|IU23_21500']],[['fig|1773.247.peg.3671|IQ44_21530']],[['fig|1773.249.peg.357|ER17_01715']],[['fig|1773.250.peg.362|IZ84_01750']],[['fig|1773.251.peg.358|JE53_01745']],[['fig|1773.31.peg.4051|UDA_0327c']],[['fig|1773.349.peg.1563']],[['fig|1773.248.peg.1016|IQ40_21750']],[['fig|1773.522.peg.356|LJ70_01750']],[['fig|1773.554.peg.368|UB21_01725']],[['fig|1773.227.peg.2418|IQ38_22475']],[['fig|1773.523.peg.362|LJ80_01770']],[['fig|1773.224.peg.3227']]
CYP135B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1765.277.peg.624']],[['fig|1765.319.peg.635|AA885_02980']],[['fig|1765.321.peg.629|Mb1595_p0632']],[['fig|1765.323.peg.624|BOVR_02970']],[['fig|1765.326.peg.642|RN07_0612']],"[['fig|1766.6.peg.3069|XA26_30900', 'fig|1766.6.peg.5034|XA26_50570']]",[['fig|1771.11.peg.1029|MPHLCCUG_01040']],[['fig|1772.10.peg.1198']],[['fig|1772.11.peg.1201']],[['fig|1772.19.peg.1231|ERS451418_01218']],[['fig|1773.225.peg.700']],[['fig|1773.232.peg.2305|T209_01275']],"[['fig|1773.226.peg.2546|IU13_01270', 'fig|1773.226.peg.2545']]",[['fig|1773.228.peg.68']],[['fig|1773.229.peg.2884|IQ42_01275']],0,[['fig|1773.231.peg.2600|IU16_01270']],[['fig|1773.233.peg.2125|IQ47_01250']],[['fig|1773.234.peg.1688|IU17_01245']],[['fig|1773.235.peg.2177|IQ45_01270']],[['fig|1773.236.peg.2157|IQ39_01235']],[['fig|1773.237.peg.1633|IQ41_01215']],[['fig|1773.238.peg.1453|IQ43_01220']],[['fig|1773.239.peg.1398|IQ46_01220']],[['fig|1773.240.peg.1682|IU18_01245']],[['fig|1773.241.peg.1625|IU24_01245']],[['fig|1773.242.peg.1399|IU14_01240']],[['fig|1773.243.peg.1780|IU19_01260']],[['fig|1773.244.peg.1748|IU22_01240']],[['fig|1773.245.peg.1871|IU20_01255']],[['fig|1773.246.peg.1877|IU23_01255']],[['fig|1773.247.peg.864|IQ44_01245']],[['fig|1773.249.peg.617|ER17_02965']],[['fig|1773.250.peg.624|IZ84_03000']],[['fig|1773.251.peg.620|JE53_02995']],[['fig|1773.31.peg.1789|UDA_0568']],[['fig|1773.349.peg.2119']],[['fig|1773.248.peg.2966|IQ40_01275']],[['fig|1773.522.peg.614|LJ70_03010']],[['fig|1773.554.peg.645|UB21_02975']],[['fig|1773.227.peg.545|IQ38_01320']],[['fig|1773.523.peg.623|LJ80_03035']],0
CYP136A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.3005|BBJ32_14540']],[['fig|1770.10.peg.720']],[['fig|1770.19.peg.3329|A0V42_15940']],[['fig|1770.39.peg.2145|CEP84_10235']],[['fig|1770.9.peg.723']],[['fig|1767.10.peg.3791|CKJ61_18675']],[['fig|1767.9.peg.3943|CKJ67_19355']],[['fig|1765.277.peg.3318']],[['fig|1765.319.peg.3384|AA885_15930']],[['fig|1765.321.peg.3383|Mb1595_p3404']],[['fig|1765.323.peg.3328|BOVR_15840']],[['fig|1765.326.peg.3481|RN07_3270']],[['fig|1766.6.peg.2245|XA26_22580']],[['fig|1771.11.peg.1926|MPHLCCUG_01943']],"[['fig|1772.10.peg.987', 'fig|1772.10.peg.2239']]","[['fig|1772.11.peg.989', 'fig|1772.11.peg.2242']]",[['fig|1772.19.peg.2344|ERS451418_02308']],[['fig|1773.225.peg.2533|IU21_03080']],[['fig|1773.232.peg.4158|T209_02995']],[['fig|1773.226.peg.104|IU13_03025']],[['fig|1773.228.peg.2235|IU15_03095']],[['fig|1773.229.peg.629|IQ42_03020']],[['fig|1773.230.peg.4353|IQ48_03005']],[['fig|1773.231.peg.24|IU16_03015']],[['fig|1773.233.peg.4240|IQ47_02970']],[['fig|1773.234.peg.3885|IU17_02965']],[['fig|1773.235.peg.4226|IQ45_02985']],[['fig|1773.236.peg.3524|IQ39_02930']],[['fig|1773.237.peg.2573|IQ41_02920']],[['fig|1773.238.peg.3145|IQ43_02935']],[['fig|1773.239.peg.2737|IQ46_02920']],[['fig|1773.240.peg.3229|IU18_02955']],[['fig|1773.241.peg.3415|IU24_02960']],[['fig|1773.242.peg.2794|IU14_02950']],[['fig|1773.243.peg.3836|IU19_02995']],[['fig|1773.244.peg.3863|IU22_02980']],[['fig|1773.245.peg.3875|IU20_02970']],[['fig|1773.246.peg.3885|IU23_02970']],[['fig|1773.247.peg.2648|IQ44_02975']],[['fig|1773.249.peg.3370|ER17_16215']],[['fig|1773.250.peg.3387|IZ84_16310']],[['fig|1773.251.peg.3379|JE53_16290']],[['fig|1773.31.peg.760|UDA_3059']],[['fig|1773.349.peg.381']],[['fig|1773.248.peg.1112|IQ40_03000']],[['fig|1773.522.peg.3361|LJ70_16460']],[['fig|1773.554.peg.3504|UB21_16190']],[['fig|1773.227.peg.2572|IQ38_03095']],[['fig|1773.523.peg.3407|LJ80_16655']],[['fig|1773.224.peg.3354']]
CYP136B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1766.6.peg.4866|XA26_48920']],0,[['fig|1772.10.peg.1150']],[['fig|1772.11.peg.1152']],[['fig|1772.19.peg.1185|ERS451418_01172']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP136D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1767.10.peg.2369|CKJ61_11690']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP137A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1765.277.peg.4061']],[['fig|1765.319.peg.4117|AA885_19350']],[['fig|1765.321.peg.4062|Mb1595_p4092']],[['fig|1765.323.peg.4044|BOVR_19180']],[['fig|1765.326.peg.4179|RN07_3936']],0,0,0,0,0,[['fig|1773.225.peg.1597|IU21_19015']],[['fig|1773.232.peg.3337|T209_18465']],[['fig|1773.226.peg.3671|IU13_18800']],[['fig|1773.228.peg.1376|IU15_19215']],[['fig|1773.229.peg.4103|IQ42_18775']],[['fig|1773.230.peg.3548|IQ48_18650']],[['fig|1773.231.peg.3547|IU16_18675']],[['fig|1773.233.peg.3430|IQ47_18480']],[['fig|1773.234.peg.3628|IU17_18560']],[['fig|1773.235.peg.3460|IQ45_18535']],[['fig|1773.236.peg.2611|IQ39_18130']],[['fig|1773.237.peg.2797|IQ41_18075']],[['fig|1773.238.peg.2790|IQ43_18280']],[['fig|1773.239.peg.2957|IQ46_18335']],[['fig|1773.240.peg.3304|IU18_18460']],[['fig|1773.241.peg.3008|IU24_18400']],[['fig|1773.242.peg.3141|IU14_18375']],[['fig|1773.243.peg.3187|IU19_18535']],[['fig|1773.244.peg.3121|IU22_18520']],[['fig|1773.245.peg.3117|IU20_18395']],[['fig|1773.246.peg.3126|IU23_18395']],[['fig|1773.247.peg.3011|IQ44_18425']],[['fig|1773.249.peg.4060|ER17_19540']],[['fig|1773.250.peg.4073|IZ84_19620']],[['fig|1773.251.peg.4070|JE53_19600']],[['fig|1773.31.peg.1489|UDA_3685c']],[['fig|1773.349.peg.739']],[['fig|1773.248.peg.293|IQ40_18585']],[['fig|1773.522.peg.4064|LJ70_19865']],[['fig|1773.554.peg.4242|UB21_19555']],[['fig|1773.227.peg.1693|IQ38_19205']],[['fig|1773.523.peg.4102|LJ80_20015']],"[['fig|1773.224.peg.2513', 'fig|1773.224.peg.2512']]"
CYP138A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.1891|BBJ32_09125']],[['fig|1770.10.peg.228']],[['fig|1770.19.peg.3820|A0V42_18260']],[['fig|1770.39.peg.1646|CEP84_07860']],[['fig|1770.9.peg.227']],[['fig|1767.10.peg.5071|CKJ61_24970']],[['fig|1767.9.peg.5228|CKJ67_25645']],[['fig|1765.277.peg.159']],[['fig|1765.319.peg.160|AA885_00725']],[['fig|1765.321.peg.163|Mb1595_p0163']],[['fig|1765.323.peg.164|BOVR_00725']],[['fig|1765.326.peg.162|RN07_0152']],[['fig|1766.6.peg.5834|XA26_58690']],[['fig|1771.11.peg.127|MPHLCCUG_00129']],[['fig|1772.10.peg.6289']],[['fig|1772.11.peg.6284']],[['fig|1772.19.peg.6376|ERS451418_06290']],[['fig|1773.225.peg.2053|IU21_21115']],[['fig|1773.232.peg.3816|T209_20530']],[['fig|1773.226.peg.4169|IU13_20845']],[['fig|1773.228.peg.1878|IU15_21340']],[['fig|1773.229.peg.247']],[['fig|1773.230.peg.4015|IQ48_20720']],[['fig|1773.231.peg.3994|IU16_20755']],[['fig|1773.233.peg.3915|IQ47_20540']],[['fig|1773.234.peg.4104|IU17_20625']],[['fig|1773.235.peg.3967|IQ45_20600']],[['fig|1773.236.peg.3195|IQ39_20200']],[['fig|1773.237.peg.3231|IQ41_20150']],[['fig|1773.238.peg.3328|IQ43_20325']],[['fig|1773.239.peg.3401|IQ46_20390']],[['fig|1773.240.peg.3740|IU18_20500']],[['fig|1773.241.peg.3563|IU24_20445']],[['fig|1773.242.peg.3570|IU14_20435']],[['fig|1773.243.peg.3727|IU19_20595']],[['fig|1773.244.peg.3595|IU22_20575']],[['fig|1773.245.peg.3604|IU20_20435']],[['fig|1773.246.peg.3614|IU23_20435']],[['fig|1773.247.peg.3443|IQ44_20460']],[['fig|1773.249.peg.154|ER17_00725']],[['fig|1773.250.peg.159|IZ84_00765']],[['fig|1773.251.peg.154|JE53_00765']],[['fig|1773.31.peg.2443']],[['fig|1773.349.peg.4002']],[['fig|1773.248.peg.786|IQ40_20645']],[['fig|1773.522.peg.153|LJ70_00750']],[['fig|1773.554.peg.161|UB21_00730']],[['fig|1773.227.peg.2180|IQ38_21335']],[['fig|1773.523.peg.159|LJ80_00770']],[['fig|1773.224.peg.2986']]
CYP139A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.5|BBJ32_00025']],[['fig|1770.10.peg.2563']],[['fig|1770.19.peg.1460|A0V42_06990']],[['fig|1770.39.peg.4059|CEP84_19310']],[['fig|1770.9.peg.2581']],0,0,[['fig|1765.277.peg.1833']],[['fig|1765.319.peg.1848|AA885_08740']],[['fig|1765.321.peg.1847|Mb1595_p1863']],[['fig|1765.323.peg.1809|BOVR_08670']],[['fig|1765.326.peg.1912|RN07_1810']],0,0,0,0,0,[['fig|1773.225.peg.3208']],[['fig|1773.232.peg.456']],[['fig|1773.226.peg.777|IU13_06105']],[['fig|1773.228.peg.2919']],[['fig|1773.229.peg.1292']],[['fig|1773.230.peg.653']],[['fig|1773.231.peg.679']],[['fig|1773.233.peg.609']],[['fig|1773.234.peg.603']],[['fig|1773.235.peg.557']],[['fig|1773.236.peg.4113|IQ39_05855']],[['fig|1773.237.peg.4016|IQ41_05940']],[['fig|1773.238.peg.4164|IQ43_05960']],[['fig|1773.239.peg.4160|IQ46_05955']],[['fig|1773.240.peg.207']],[['fig|1773.241.peg.20']],[['fig|1773.242.peg.7|IU14_05990']],"[['fig|1773.243.peg.241', 'fig|1773.243.peg.240|IU19_06085']]",[['fig|1773.244.peg.217']],[['fig|1773.245.peg.215']],[['fig|1773.246.peg.215']],[['fig|1773.247.peg.4238|IQ44_06010']],[['fig|1773.249.peg.1827|ER17_08775']],[['fig|1773.250.peg.1848|IZ84_08890']],[['fig|1773.251.peg.1844|JE53_08895']],[['fig|1773.31.peg.3261|UDA_1666c']],[['fig|1773.349.peg.2516']],[['fig|1773.248.peg.1833']],[['fig|1773.522.peg.1822|LJ70_08985']],[['fig|1773.554.peg.1895|UB21_08815']],[['fig|1773.227.peg.3267']],[['fig|1773.523.peg.1836|LJ80_09050']],[['fig|1773.224.peg.4009|IU12_06410']]
CYP140A,0,0,0,0,0,0,0,0,0,0,[['fig|1764.11.peg.4486|BBJ32_21610']],[['fig|1770.10.peg.2318']],[['fig|1770.19.peg.1709|A0V42_08165']],[['fig|1770.39.peg.3802|CEP84_18130']],[['fig|1770.9.peg.2333']],[['fig|1767.10.peg.2688|CKJ61_13225']],[['fig|1767.9.peg.2627|CKJ67_12945']],[['fig|1765.277.peg.2065']],[['fig|1765.319.peg.2099|AA885_09845']],[['fig|1765.321.peg.2098|Mb1595_p2108']],[['fig|1765.323.peg.2053|BOVR_09770']],[['fig|1765.326.peg.2161|RN07_2043']],[['fig|1766.6.peg.617|XA26_06250']],[['fig|1771.11.peg.4684|MPHLCCUG_04721']],[['fig|1772.10.peg.669']],[['fig|1772.11.peg.671']],[['fig|1772.19.peg.706|ERS451418_00702']],[['fig|1773.225.peg.3465']],"[['fig|1773.232.peg.713|T209_07120', 'fig|1773.232.peg.714']]",[['fig|1773.226.peg.1022|IU13_07235']],[['fig|1773.228.peg.3173|IU15_07410']],[['fig|1773.229.peg.1547|IQ42_07200']],[['fig|1773.230.peg.896|IQ48_07155']],[['fig|1773.231.peg.942|IU16_07195']],"[['fig|1773.233.peg.855|IQ47_07115', 'fig|1773.233.peg.856']]",[['fig|1773.234.peg.910']],[['fig|1773.235.peg.809|IQ45_07145']],[['fig|1773.236.peg.66|IQ39_06935']],[['fig|1773.237.peg.4245|IQ41_07040']],[['fig|1773.238.peg.56|IQ43_07060']],[['fig|1773.239.peg.67|IQ46_07055']],[['fig|1773.240.peg.464|IU18_07145']],[['fig|1773.241.peg.276|IU24_07115']],[['fig|1773.242.peg.325|IU14_07095']],[['fig|1773.243.peg.552|IU19_07200']],[['fig|1773.244.peg.519|IU22_07145']],[['fig|1773.245.peg.468|IU20_07135']],[['fig|1773.246.peg.469|IU23_07135']],[['fig|1773.247.peg.218|IQ44_07110']],[['fig|1773.249.peg.2053|ER17_09855']],"[['fig|1773.250.peg.2087', 'fig|1773.250.peg.2086|IZ84_10025']]",[['fig|1773.251.peg.2081|JE53_10025']],[['fig|1773.31.peg.3485|UDA_1880c']],[['fig|1773.349.peg.49']],[['fig|1773.248.peg.2080|IQ40_07145']],[['fig|1773.522.peg.2049|LJ70_10075']],[['fig|1773.554.peg.2129']],[['fig|1773.227.peg.3526']],[['fig|1773.523.peg.2081|LJ80_10235']],"[['fig|1773.224.peg.71|IU12_07580', 'fig|1773.224.peg.72']]"
