PYI33443	CDD:306555	25.439	114	59	6	286	382	325	429	7.72e-011	49.6
PYI31056	CDD:306555	28.341	434	254	18	72	478	29	432	6.79e-058	187
PYI32548	CDD:306555	29.146	199	117	6	315	507	272	452	6.42e-029	106
PYI33372	CDD:306555	23.697	422	280	15	79	476	26	429	6.88e-038	132
KYG42061	CDD:306555	39.216	51	28	2	1	51	365	412	1.75e-016	57.7
KYG42074	CDD:306555	21.262	428	269	15	36	402	39	459	7.13e-033	115
KYG48219	CDD:306555	25.513	439	296	14	64	482	26	453	1.16e-077	238
KYG48379	CDD:306555	29.570	186	109	5	320	502	261	427	1.88e-035	125
PYI27846	CDD:306555	22.323	439	297	14	25	449	30	438	3.01e-037	129
PYI27674	CDD:306555	29.291	437	253	18	60	459	26	443	3.89e-065	205
PSS23090	CDD:306555	23.799	437	248	16	71	458	27	427	1.85e-047	158
PYI36978	CDD:306555	27.607	489	303	20	33	500	1	459	3.52e-077	238
PYI35335	CDD:306555	34.437	151	84	7	1	146	288	428	1.20e-028	96.2
KYG42326	CDD:306555	22.785	474	269	13	106	565	46	436	1.70e-054	180
OAG18162	CDD:306555	25.785	446	300	12	63	493	28	457	8.56e-068	213
PYI30108	CDD:306555	23.480	477	307	14	44	505	2	435	3.63e-066	209
KYG44224	CDD:306555	25.000	68	51	0	95	162	242	309	3.14e-008	38.4
KYG43808	CDD:306555	31.373	51	27	1	242	284	368	418	4.19e-008	40.0
KYG45260	CDD:306555	28.448	116	73	2	296	409	328	435	8.17e-019	74.6
KYG45555	CDD:306555	21.720	465	256	19	19	398	4	445	4.49e-038	131
KYG49557	CDD:306555	19.008	363	200	17	806	1119	112	429	1.23e-012	57.3
KYG43404	CDD:306555	29.327	208	134	5	301	507	247	442	2.59e-039	136
KYG49974	CDD:306555	19.085	503	290	27	65	532	1	421	2.40e-013	58.1
SAL99920	CDD:306555	29.534	193	121	5	271	452	268	456	6.37e-030	108
OAG24292	CDD:306555	26.569	478	312	11	51	512	1	455	5.14e-082	251
EKM81315	CDD:306555	26.752	471	296	15	101	558	22	456	1.68e-070	222
EKM78106	CDD:306555	26.222	450	286	15	29	455	9	435	9.13e-066	207
KYG42693	CDD:306555	25.212	472	308	13	40	501	14	450	6.73e-062	197
KYG42673	CDD:306555	21.092	403	274	11	44	432	3	375	9.33e-041	138
KYG47455	CDD:306555	23.673	452	299	13	95	515	4	440	3.33e-064	204
RAH83825	CDD:306555	22.222	468	328	16	35	486	1	448	1.01e-046	156
PYI25988	CDD:306555	26.810	373	242	9	125	479	86	445	1.01e-070	220
RAH78790	CDD:306555	23.765	425	280	11	85	483	31	437	8.19e-045	151
PYI25695	CDD:306555	26.078	464	310	13	33	472	1	455	1.00e-080	247
RAH84982	CDD:306555	21.398	472	310	15	77	531	15	442	5.78e-042	144
RAH84983	CDD:306555	29.032	186	119	7	339	519	282	459	4.74e-027	100
KYG46671	CDD:306555	26.126	444	301	14	14	439	2	436	6.71e-060	199
RAH76931	CDD:306555	19.956	456	323	16	49	478	17	456	2.95e-043	146
RAH77176	CDD:306555	24.942	433	278	13	52	451	9	427	7.32e-056	180
RAH78614	CDD:306555	25.056	447	278	20	69	489	19	434	2.80e-048	160
PYI28954	CDD:306555	23.317	416	287	10	72	463	25	432	1.90e-063	201
PYI29008	CDD:306555	28.475	446	292	17	8	437	2	436	2.52e-079	254
PYI35372	CDD:306555	20.588	544	274	21	68	573	15	438	8.58e-039	135
PYI35353	CDD:306555	22.366	465	317	13	32	475	1	442	1.31e-051	169
PYI28700	CDD:306555	27.629	485	295	18	39	506	9	454	9.46e-060	192
PYI35795	CDD:306555	24.694	490	291	23	44	503	1	442	1.82e-052	172
PYI36822	CDD:306555	26.907	472	292	15	31	462	1	459	2.61e-067	211
EKM82283	CDD:306555	27.197	478	302	13	30	481	1	458	1.07e-078	241
RAH83139	CDD:306555	22.197	446	298	18	72	495	24	442	2.19e-057	186
PSS06680	CDD:306555	26.763	482	314	17	67	535	5	460	1.60e-080	247
OAG15816	CDD:306555	24.528	477	314	14	54	501	2	461	1.00e-067	212
OAG15741	CDD:306555	23.431	478	285	17	33	471	1	436	2.18e-043	147
OAG15675	CDD:306555	23.747	379	256	10	117	490	91	441	2.58e-048	161
OAG14521	CDD:306555	33.121	157	89	7	292	445	292	435	4.06e-033	118
OAG18999	CDD:306555	26.176	489	305	17	44	510	7	461	3.54e-065	207
OAG19148	CDD:306555	21.495	428	310	11	59	470	26	443	9.11e-047	156
OAG17126	CDD:306555	33.333	384	211	12	1	364	83	441	6.77e-076	230
OAG22578	CDD:306555	22.545	275	169	8	259	529	219	453	3.24e-025	95.0
EKM77775	CDD:306555	27.500	440	287	12	39	462	5	428	7.26e-074	228
OAG20775	CDD:306555	20.000	345	214	12	160	467	137	456	6.63e-033	116
EKM83173	CDD:306555	24.748	497	295	22	48	506	1	456	1.78e-065	207
PSS22940	CDD:306555	29.148	223	146	5	32	253	224	435	2.48e-048	154
PSS25707	CDD:306555	25.926	486	319	14	40	512	2	459	2.20e-075	233
PSS25477	CDD:306555	18.681	455	316	16	55	481	18	446	1.08e-033	119
OAG14091	CDD:306555	21.116	502	312	19	51	516	1	454	1.01e-045	153
OAG13289	CDD:306555	28.539	438	280	14	16	432	10	435	6.10e-076	245
PSS23091	CDD:306555	24.122	427	266	17	22	405	21	432	2.81e-055	177
PSS27089	CDD:306555	15.458	524	329	22	107	597	8	450	3.27e-014	61.1
PSS20710	CDD:306555	22.756	479	326	16	60	518	7	461	2.75e-080	246
PSS18510	CDD:306555	31.250	176	106	5	241	416	278	438	5.52e-033	116
PSS18528	CDD:306555	25.205	488	292	22	39	508	1	433	2.81e-061	196
PSS18566	CDD:306555	26.969	419	279	14	29	431	26	433	1.51e-073	238
PSS22158	CDD:306555	21.818	495	313	18	23	480	3	460	5.34e-060	192
PSS18511	CDD:306555	20.198	505	309	22	67	532	5	454	3.12e-020	79.6
PSS18485	CDD:306555	25.108	462	289	15	45	472	2	440	7.79e-071	220
OAG22661	CDD:306555	26.261	476	305	14	42	487	2	461	1.03e-074	231
PSS15307	CDD:306555	22.989	435	292	15	63	482	29	435	8.61e-057	184
PWN91856	CDD:306555	28.099	363	224	10	195	537	92	437	9.63e-068	214
RAH85190	CDD:306555	22.697	445	309	17	67	492	28	456	4.46e-046	154
RAH81740	CDD:306555	22.863	468	297	21	52	484	4	442	5.00e-030	109
OAG19781	CDD:306555	24.138	87	44	4	461	540	318	389	6.52e-007	38.0
OAG15283	CDD:306555	23.318	446	305	11	50	467	7	443	3.08e-065	205
OAG14535	CDD:306555	27.869	427	271	14	76	481	29	439	2.69e-079	243
OAG22236	CDD:306555	24.628	471	294	19	51	489	4	445	7.98e-049	162
PSS25378	CDD:306555	25.448	279	183	7	164	418	158	435	6.27e-026	96.6
OAG21091	CDD:306555	18.919	407	260	19	150	527	96	461	4.66e-021	82.3
EKM76853	CDD:306555	24.066	482	305	15	42	502	9	450	1.59e-057	186
EKM81055	CDD:306555	25.227	440	269	14	1	418	37	438	1.91e-067	210
RAH77615	CDD:306555	31.606	193	124	5	15	206	257	442	8.31e-045	143
RAH77597	CDD:306555	33.333	66	40	2	6	67	369	434	3.90e-014	53.1
PYI29766	CDD:306555	19.643	112	63	3	350	455	300	390	3.33e-007	38.4
EKM84406	CDD:306555	26.884	491	305	12	39	514	1	452	4.03e-084	257
EKM76481	CDD:306555	22.034	59	37	2	116	173	27	77	5.68e-006	33.0
EKM78073	CDD:306555	24.160	476	302	15	69	528	6	438	5.68e-065	206
EKM75591	CDD:306555	28.721	477	298	19	29	489	1	451	2.29e-070	220
PYI26853	CDD:306555	25.000	508	303	18	19	497	3	461	2.92e-065	206
PSS12921	CDD:306555	24.262	474	310	16	66	522	12	453	9.78e-054	176
PSS12811	CDD:306555	35.385	195	113	3	287	481	261	442	5.59e-045	151
OAG23552	CDD:306555	22.637	455	297	18	73	507	31	450	3.08e-048	160
OAG16165	CDD:306555	21.990	382	252	21	140	502	107	461	9.61e-017	68.5
KXL46846	CDD:306555	25.890	309	204	11	1	290	26	328	2.95e-031	108
PSS23422	CDD:306555	26.869	428	280	13	53	468	21	427	1.77e-050	167
PSS16940	CDD:306555	25.591	465	282	21	48	484	4	432	1.16e-053	175
PSS28479	CDD:306555	26.957	460	304	16	37	481	2	444	8.94e-077	236
OAG17035	CDD:306555	23.736	455	301	16	63	489	16	452	3.17e-054	177
PSS22721	CDD:306555	26.915	483	313	15	34	498	1	461	1.03e-070	222
PSS25377	CDD:306555	23.490	298	191	13	219	487	146	435	5.09e-025	94.3
RAH78814	CDD:306555	26.509	464	311	12	43	492	10	457	1.14e-064	205
OAG20712	CDD:306555	23.913	138	56	7	891	1011	314	419	2.07e-007	40.3
OAG19996	CDD:306555	23.409	440	304	10	57	478	19	443	2.33e-074	230
PYI27887	CDD:306555	18.736	443	310	17	64	479	31	450	2.04e-041	141
PYI29082	CDD:306555	19.118	476	304	24	13	444	1	439	5.21e-023	87.7
OAG15908	CDD:306555	24.520	469	294	16	38	482	1	433	2.47e-057	185
OAG16791	CDD:306555	21.971	487	338	17	29	499	1	461	2.83e-054	177
OAG16731	CDD:306555	23.861	461	289	15	56	478	2	438	2.23e-053	174
OAG16733	CDD:306555	22.148	447	311	16	34	458	12	443	1.86e-063	200
PSS23408	CDD:306555	27.208	283	185	10	221	502	197	459	2.19e-031	113
OAG19195	CDD:306555	28.795	448	294	15	59	499	30	459	1.17e-054	178
OAG16747	CDD:306555	31.518	257	151	10	220	465	196	438	1.79e-036	127
OAG18194	CDD:306555	24.845	483	290	19	40	498	2	435	5.67e-049	163
OAG14592	CDD:306555	22.917	432	312	10	61	480	18	440	9.30e-050	164
OAG16983	CDD:306555	23.517	472	287	15	79	532	27	442	1.14e-051	171
OAG16961	CDD:306555	20.293	478	300	22	44	477	1	441	8.07e-022	84.3
PSS28335	CDD:306555	24.057	424	298	12	94	504	25	437	3.39e-059	190
PSS25382	CDD:306555	25.143	175	117	6	275	447	277	439	7.68e-022	84.3
PSS27090	CDD:306555	23.222	478	301	17	47	503	4	436	1.07e-050	168
OAG13649	CDD:306555	26.216	473	289	15	45	493	6	442	1.78e-064	204
OAG24264	CDD:306555	29.519	437	270	16	121	530	23	448	1.72e-069	218
OAG24492	CDD:306555	25.115	434	251	19	96	497	41	432	2.54e-053	175
OAG24605	CDD:306555	23.909	481	315	18	38	493	2	456	2.78e-057	185
OAG24906	CDD:306555	24.667	450	293	18	69	493	25	453	4.93e-054	176
PWN88657	CDD:306555	22.824	517	321	18	39	533	1	461	3.67e-075	233
OAG22003	CDD:306555	22.588	456	295	18	85	498	1	440	3.19e-046	155
OAG22248	CDD:306555	26.207	435	271	15	74	486	24	430	1.47e-056	183
OAG23478	CDD:306555	24.249	433	284	12	50	459	2	413	2.47e-055	180
PWN87228	CDD:306555	24.646	495	322	19	47	524	1	461	3.10e-052	172
PWN86770	CDD:306555	24.795	488	292	20	43	486	2	458	2.75e-053	174
PWN86908	CDD:306555	27.071	495	299	18	33	515	1	445	2.89e-059	191
EKM80951	CDD:306555	26.277	274	181	8	116	382	195	454	3.77e-035	122
EKM79809	CDD:306555	23.493	481	317	13	40	499	1	451	3.73e-062	198
EKM76083	CDD:306555	24.899	494	307	15	34	520	2	438	2.94e-064	205
EKM78384	CDD:306555	30.258	466	281	12	2	445	1	444	6.57e-083	252
EKM81762	CDD:306555	16.905	349	201	15	664	970	114	415	7.42e-012	54.6
ORZ24374	CDD:306555	28.153	444	233	15	33	415	40	458	1.00e-075	231
OAG20589	CDD:306555	22.807	456	306	18	38	473	6	435	1.19e-047	158
ORZ18902	CDD:306555	28.750	480	300	14	60	527	3	452	1.55e-087	266
PWN91692	CDD:306555	30.620	258	121	8	440	687	226	435	2.65e-044	152
SAL99054	CDD:306555	22.535	284	167	16	1	246	176	444	6.25e-017	66.5
ORZ15040	CDD:306555	21.795	312	189	18	169	464	170	442	4.82e-017	69.2
PWN90601	CDD:306555	25.692	506	317	17	47	539	2	461	4.00e-080	246
PWN91053	CDD:306555	33.333	42	20	2	96	137	398	431	3.91e-006	34.6
PWN88004	CDD:306555	26.389	504	317	17	46	542	1	457	2.04e-085	261
PWN89744	CDD:306555	28.807	243	140	9	193	427	233	450	1.10e-042	144
PWN89774	CDD:306555	23.238	525	317	20	47	557	2	454	4.45e-052	176
PWN86534	CDD:306555	25.408	429	281	19	134	539	26	438	4.19e-057	186
PYI26789	CDD:306555	23.218	435	301	11	105	513	13	440	6.64e-043	146
SAM04475	CDD:306555	21.542	441	243	17	78	420	3	438	1.17e-023	89.6
PWN93694	CDD:306555	25.941	478	302	15	62	523	13	454	1.25e-086	263
EKM76890	CDD:306555	26.503	449	305	12	3	440	19	453	8.41e-069	214
PYI33457	CDD:306555	26.383	470	298	14	37	481	1	447	1.91e-062	199
OAG25903	CDD:306555	22.246	463	322	17	38	478	2	448	1.14e-049	170
EKM75480	CDD:306555	28.027	446	276	13	31	449	1	428	4.16e-075	232
EKM75602	CDD:306555	23.918	485	322	17	32	497	1	457	1.39e-062	199
PYI32004	CDD:306555	25.108	462	299	15	36	474	2	439	2.04e-061	197
EKM74751	CDD:306555	29.412	459	300	11	49	488	8	461	6.28e-080	244
EKM77487	CDD:306555	24.146	410	261	16	7	392	43	426	2.25e-059	189
EKM83197	CDD:306555	21.456	261	182	7	135	384	141	389	1.25e-023	88.9
EKM81541	CDD:306555	31.295	278	168	8	5	265	178	449	1.70e-056	177
OAG21755	CDD:306555	23.973	438	303	11	59	486	25	442	1.33e-057	186
PSS12218	CDD:306555	29.019	479	302	16	42	503	1	458	5.47e-088	267
OAG20494	CDD:306555	23.973	438	306	10	63	480	25	455	4.33e-069	215
OAG24973	CDD:306555	28.926	121	63	5	983	1090	339	449	4.93e-013	58.4
PYI35377	CDD:306555	24.681	470	307	14	60	502	7	456	1.84e-072	225
PYI36088	CDD:306555	21.681	452	310	12	29	454	2	435	3.80e-040	137
